review_title,review_body
Leisure Walk with Good View,"Getting there by public transport from city centre may take awhile. Hence, we took a cab from Seomyeong Station costing Krw 21k (cab driver did a detour, otherwise cheaper) taking abt 30 mins. You could view the park by either taking the Danubi train (Krw 3k) with 3 stops to view the places of interest or walk along the pavement next to the train path. If you opt to take the train, time will be wasted waiting for the next train at the bus stop after each stop. We decided to walk the 4.5km trail as it offered more scenic view at our leisure pace. It is better to start the trail counter clockwise as suggested by the brochure because the last section after the temple is downhill all the way! Once your reached the Yeongdo Lighthouse area, you have the option to walk down to the Lighthouse as well as further down to the rocky shoreline to see the fishermen at work. Not recommended for those with knee problem to walk down the 500+ steps as walking back up would be challenging. The last stop is the temple where you can find transquility.From here, we decided to take a taxi to Shinsegae Centum City Shopping Mall (Krw 21k toll included). You could also go to the Songdo Skywalk or Oryukdo Skywalk, etc."
Beautiful Lighthouse,"Spectacular views from the lighthouse and observation deck , you will have to walk down and up many flights of stairs but the hike is well worth it."
Great outdoor activity.,"You need a non rainy day for the park, but a slight drizzle also works. The bus inside the park shuts down during rain, so keep that in mind. However its a really good place if you are in mood for a long walk. I visited during the evening and the lighthouse at night still looks pretty."
nice view from hilltop,"a view from uphill is always a nice thing to experience. in taejongdae hill it was at its best. we enjoyed the train ride to and fro,started from the base office. one can opt for the on-foot travelling enjoying the breeze. we skipped the light-house stop & got down @ the temple. it was amazing to visit a temple among forest. so serene it was. a must go when you are in Busn. "
Neat,The South Korean coastline is beautiful however we had to wait an hour to ride the train up to the lighthouse. Not easy to walk around so keep that in mind for elderly or injured. 
A day in Taejongdae,"It's reachable by bus. Across the bus stop, There were people offering boat ride that cost 20000 won per person and will take you to the ferry station. It was a wonderful and relaxing experience. we were able to see a part of the island. After the boat ride, we joined the bus tour that brings you to the lighthouse. It costs around 40000 won. Sad part, It was raining that time so we were not able to go around the area that much. "
A day to taejongdae😍💯,The entrance to taejongdae park was free and its easy access with direct bus from busan station. It was a long walk with a slopes to go the lighthouse so do dress in proper shoes and bring lots of water.The view from the lighthouse was amazing and its windy too! Its worth the climb if you love the view and the wind !
Use their mini train!,"Give around two to three hours to explore this place. Use the mini train to take you uphill around the attractions then downhill. You hop on hop off as you like. They run every 15 minutes. 3000 won/adult. The train doesn't have a/c but the windows are open and kept it cool. Last train is at 1730. It is quite a trek if not! Wear comfortable shoes. There are many steps. The major attraction is the light house/ scenic view of the ocean. There is also a boat that cruises around, 11000 won/ adult. They end at 1800."
Historical relaxing beautiful view point,Taejongdae is named after the ancient king. It was also a place the fairy gods came to relax. It was also where the depressed would commit suicide in the old days. It has a nice viewing platform over the vast ocean. There is a statue of a mother and her children reminding all of a mother’s love. About 200 meter down is the lighthouse which has an even nicer view. The park is well constructed and the train which circle the track only cost 3000 Won per person. It is worth exploring the area and enjoy the nature. 
The Sunset Point is one of the best sunset view,"I went to Taejongdae before sunset. Foggy at the top of the hill. But at the sunset view, no fog at all!"
Nice place ,"Once you get to the top of the lighthouse the view you getting je breathtaking with the rocks, waves, city in the background & the blue sky in summer. I do recommend going "
Taejongdae,"Taejongdae is one of the iconic attractions in Busan and also the locals' favourite hangout spot during the weekends! Well known for its rock beach and clear blue waters, Taejongdae is a place not to be missed when you visit Busan!*If you have limited time for this attraction, get off the Danubi train at the Yeongdo Lighthouse station!《Taejongdae Resort Park 태종대》24, Jeonmang-ro, Yeongdo-gu, Busan (부산광역시 영도구 전망로 24 (동삼동))⏰ March - October 04:00-24:00November - February 05:00-24:00Danubi TrainOperating hours: 09.20am to 5.30pmTicket Pricing: 3000₩ per adult, 1500₩ per child*Note: This is a one-way train. The ticket officer will let you know what is your train number and time of arrival. Sit around and take note of the train information screen!Watch my video if Taejondae on Instagram @xuantravelogue!"
great view!,"It's a hike down the stairs but totally worth it, with a view of the coastline in both directions. The lighthouse was closed when we were there but walking around is still fun, with benches along the way to rest. "
Relaxing train ride,"It was late when I reached the area, so I just got on the train which went along the road in a circle. The easiest and fastest way to look at scenery but will lack some experience and sights reserved for those who walked the off-road paths. Gorgeous view even for train riders; the train will stop at designated areas so you can hop off, wander around and hop on to the next train if you want."
Spectacular sea view and nice walking,"Took public transport to this place from jalgachi market area directly to this place. It was a Sunday and there was huge traffic jam leading to this scenic spot but it is well worth the visit. I choose walking, while you can pick the scenic tour bus for 3000 won for adults. It has multiple stops so you can hop on and off on designated viewing spots. The walk is not strenuous, but altogether took around one hour depending on how long you stay on each spot. All of them offer different views. If you want to sink in to the ocean view, the sea breeze and the sound of birds singing altogether, this is the place. There are two convenience stores on the route. There are also good bathroom facilities on the way. Check out the photos. Heading back I took 1006 bus which travels to BEXCO via the Gwangali Bridge, the journey took an hour or so but this is an economical way to tour a bit more of the city. "
It's okay,"Place with amazing view. Kinda boring, not so many things to see. I spent there half an hour and it was enough. Nice spot for photos."
A walk at Taejongdae Park,"Took the Metro Line 2 - Seomyeon Station changed to Metro Line 1 - Nampo Station, alighted and walked to the bus station located directly opposite of the Lotte Mall Gwangbok (Youngdo Bridge 01-064) and took Bus No. 30 (alt Bus No. 8) all the way to last stop at Taejongdae Park (Taejongdae Spa 04-192). Once there, you’ve got two options; (1) to climb on your own or (2) head to the Ticket Office to purchase Danubi Train for 3,000 won per person. After payment, you’ll be issued with a ticket with the train no. Waited for the train no. to be flashed on the screen before joining the queue. Thereafter we alighted at the Lighthouse and explored the rest on our own. Truly a sight to behold. A good exercise before stuffing our face at Jagalchi Market (will write about it in my next post!)Key takeaways:-(1) always check weather forecast before heading out to Taejongdae Park;(2) best to bring along a poncho/umbrella; (3) remember to hydrate well by bringing water bottle(s);(4) bring snacks/fruits to enjoy during the walk; and(5) always carry a trash bag to keep the park clean at all times. Have fun! "
Very Pretty,"It’s a bit of a hike back up, but the view over the sea is beautiful . On a very clear day one can see Japan in the distance...."
Must-see in Busan ,Went to Taejongdae with the family. The view was spectacular with the sea view which can even reach japan. There are good resting spot as the area has many flights of stairs. Every part of this park is worth walking for.
Breathtaking view from the hill,Nice scene from the hill and lighthouse to view the cliff and sea. However it is quite a small area so don't expect something like Great Ocean Road in Australia or 7 Sister White Cliff in England. 
Be prepared to climb many steps!,There are easily 500 steps up and down and there is only one way. The lighthouse is enclosed at the top so don’t expect any windswept hair photos. The views are definitely good. This is not possible for those with mobility issues. We took the Danubi train to this stop. 
Beautiful Lighthouse in Busan,"You can spend many hours here exploring the lighthouse, temple, garden etc. Admission price is $3000 won per adult. $2500 won for teenagers and $1500 for child. You will have access to the shuttle bus moving you from different attractions within this Taejongdae park. We enjoyed ourselves very much and the lighthouse is one attraction you won't want to miss. You can climb up the lighthouse and admire the scenery."
Lighthouse!,"I love lighthouses and visiting Taejongdae is a must! The walk to the lighthouse is quite long but we were rewarded with great views of the sea, cliff and the lighthouse. "
Worth it!,"My friend and I hiked up the park and the total duration was about 2-3 hours depending on your speed. The hike was relatively easy with some inclines but if unable to walk for long distances, there is a little train that can bring you around the attractions. Would recommend walking and exploring this area to see amazing views :) You can take a bus from Busan Station and it is the terminal stop. Would definitely recommend this place. There are many restaurants in this area also with cafes. They generally have english menus so not much of a problem. However, we tried a store that has no english menu and turned out to be great! The picture of the store looks like that but I am not sure what it's called in Korean."
Breathtaking view,"The area around the lighthouse is absolutely breathtaking. Steep, dramatic cliffs make for an amazing view. As a bonus you get to eat quality fresh raw seafood provided by the haenyo. The whole area is beautiful, the lighthouse are even more so."
A resort park,"This is a resort park with a little train that goes around to all the attractions. There is a light house, an observatory and a temple. I would only recommend this to families with young kids or for people that want to take a nice stroll since this park does a nice loop. "
Worth it for the views,We enjoyed our time here as part of the Busan City tour and although busy was well worth the trip. Lots to explore and do go up to the top of the lighthouse.
Beautiful scenery,"The view is great from the top of the cliff, do take note that you will need to climb lots of stairs to get to the light house and climbing back up is a challenge. The last stop ""Taejongdae temple"" can be a miss if it's not spring period, nothing much there to see.If you are taking the tram, do take note that you might need to wait for a few rounds if you try getting up from the last stop."
Beautiful Cliff,"Even took the Danubi train till the lighthouse stops, but you still require some foot steps in order to reach the cliff area. It is a place to take great photos and chill out. There are some fisherman selling sashimi under the cliff but I didn't went down because it required lot of steps to reach there. After visit the place, you can have your lunch at the food street located opposite the Taejongdae Entrance. We tried the pork soup with rice which tasted awesome."
Beautiful scenery,"Beautiful scenery but note steep climb if you decide to hike. For elderly and children, it's best to ride the Danubi train which takes you around the park and you can hop on and hop off. Do note that trains may not run if it rains heavily. Unfortunately we were caught in a heavy downfall and waited for the train. Eventually they sent a bus to pick us up."
Magnificent Cliff,Taejongdae park is the famous place with rock beach n magnificent cliff. U can see the view from observatory deck at the lighthouse.. U can access to attraction place at Taejongdae Park by Danubi Train that cost u only 3000won..
Serene place to chill out,Take the Danubi tram (extra cost) to get to the stops along the way otherwise you are in for a long uphill hike. We stopped at Lighthouse stop.. it was quiet and we stood ard to take pics plus chill out.
Nice walk with nice coastal view,"As it was a sunny day and we took a walk to shoot some good photos. As we started in the morning, it was not too crowdy. We enjoyed the fresh air and nice views. Take water with you as resto was closed."
Beauty from Busan,"If you like walking and get rewarded by a beautiful view then this is it.If you don’t like walking but the view then this is it because you can take the “train”Walk down the lighthouse and get close to the water, then enjoy the view and fresh smell of the sea."
Very enjoyable visit!,"We spent an enjoyable afternoon slowly walking through this place. The place is well maintained. Nice breeze, tall trees, cherry blossoms and great scenery. Definitely a must visit for Busan."
Nice coastal view,We visited Taejondae last week in the afternoon on a weekday so it was less crowded. Glad to see hordes of tourists getting on numerous tour buses leaving the place. Pity that there seemed to be renovation works being done. Restaurant and cafe at the observatory were closed. The biggest disappointment was the path leading to the platform rock was closed off. Still it was worth a visit as the coastal view was great. Did catch a relatively beautiful sunset. The price for the Danubi train is now 3000won.
Taejondae,For those with strong knees. Need to go down the staircase to the lighthouse and climb up again. Nothing much to see just the coastline. Nice view to take picture. 
Not wildly exciting,"This is on the coast, but whilst there are some quite nice views out to see and the lighthouse is interesting, there's not too much worth seeing. However, the best thing is to head to the eateries close to where the road train trip starts and there you can get some great food......baked clams, fresh prawns, abalone, all ripe and ready for the BBQ"
Park,Beautiful views! I visited this park twice from the water and once on foot and I highly recommend it to everyone! beautiful surroundings and lots of nature around! Great to go there with family and children!
Beautiful cliffs and sea views,"A nice place to visit. Taejongdae is a nature park located on the southernmost tip of the island of Yeongdo-gu.The whole looped route is about 4km long. Visitors can either walk the whole way or take the Danubi train that has 3 stops along the way.There is an observatory, a light house and a cruise centre there. The views of the sea are breathtaking.From the entrance, there is a road leading down to the pebble beach. Try out the bbq seafood. It’s delicious!"
Nature Rocky Park,"Taejongdae is a natural park with lush evergreens, which includes many types of trees and stunning coastal cliffs facing the blue-greenish ocean sea. Its famous seascapes and landscapes was designated as a Busan Monument. There are various sights and activities all throughout the whole park."
A forgettable moment at Taejondae Park,"If you're into nature and outdoor activities, Taejondae Natural Park is a destination that might fit your need. Feel free to skip if you're looking for modern infrastructure or a faster pace destination. Taejondae park contains beautiful green mountains that over looks the ocean. Once you arrive, you'll purchase round trip tickets (5 USD) that takes you on a tram ride that drops you off at various points throughout the park such as a light tower and an observation deck. There's no time limit as buses run in a loop every ~15 minutes.Overall, this place is perfect if you're old or have a family with young kids. If you're into the slow pace nature, this destination is perfect for you. If you're short on time, I recommend using your time visiting other destinations such as Gamcheon Culture village or Haeundae Beach. Keeping it real.#TravelwithContext"
Day trip with Ktourstory ,We came to this place as part of our day tour package booked through Ktourstory. We went up to the top via the shuttle bus and ride down via the danubi train. The view up there is very beautiful and one could climb up to the tower and take beautiful shots of the surrounding from there. However this place is not suitable for people who has weak legs as they will need to climb up and down on the steps. 
beautiful park with stunning view,"Visited Busan while working at Seoul office. The Taejongdae has been on my trip list for a while, and it was not disappointed. Easy bus ride from near Busan Station (only took about 40 minutes without traffic). Got off at the end of the bus stop. From there, walking straight and you will see the entrance of the park. For those who can not walk long, buy the ticket for the Danubi train near the entrance. The train will take you to the major viewpoints, and go back to the entrance. Just be prepared to wait a long line for the train. For those who can walk at least an hour (that's how long it will probably take to go around the park, WITHOUT stopping at the major viewpoints!!), don't bother to buy the ticket, just start to walk. It is totally worthy the walk as the view, and air, and road condition are all perfect!. Slow down and enjoy the park! Expect to spend at least 2-3 hours there. Oh by the way, the walkway to the Sinseon Rock was closed. No one was allowed to go there. I was not sure if it was because it was too windy during the winter time, or some other issues. Anyway, that is one little disappointment I had, but nevertheless, it was not a big deal. I still give 5+ stars for this park. "
Amazing View with Blue Sea,"Was recommended by my Korean friend to visit here. There was a monorail bus that can bring you around the Park or if you want, you could take a causal stroll up which I did. The view was amazing! There was a observatory that had restaurants and convenience store; a place you can have a break before reaching the Light House and enjoy the view of the blue sea. If you are in Busan, this is a place you must put in your itinerary. I stayed for almost 2 - 3 hours enjoying the fresh seafood and beer that 'Haenyo' were selling. Enjoy the waves crashing into the rocks, cool breeze and the remarkable view as you consume the fresh seafood and drinks. Great place to go and can't wait to go back. Great place to take photos too! For those that want to have another view of the place, they can purchase the ferry tour that Park is providing. Not sure how much it is or how did people feel, but preferred walking up and enjoying the scenery. "
"Fresh air, fresh seafood",Memorable experience of walking down the stairs by the cliff to a small shack that sells fresh seafood at very affordable prices. You should try their live octopus if you are up for it. Can never forget eating seafood on the cliffside right by the sea while watching boats go by. The views are beautiful.
Hike to Taejongdae Resort,"We took taxi from Jagalchi to get here and it cost us Won8,200. You can also take the bus but it will take more than an hour to reach the entrance to the mountain but saves you more. We walked along the main road uphill which made us gasp for air all the while but enjoyed the beautiful surroundings and the ocean view at some point. There are several tourist spot for a great selfie or groupie opportunity. I don’t think it’s a good idea to hike in the summer coz it could give you heat exhaustion. We are lucky enough that it’s winter when we climb this amazing place. There’s a kiosk on the observation deck if you need something to replenish and a fish cake shop to warm our cold belly. The lighthouse is next to an amazing rock formation and but you have to take a steep flight of stairs to get there so be prepared! Overall, we had so much fun walking around the entire loop road back to the main entrance. A must see attraction in Busan!"
HOW TO FIND THE CLIFFS,"You cna go to Nampodong and take a bus over, but the bus can be quite long, so if you have less time and more money, take the taxi.If you are in decent shape, walk over from the enterance. If not, take the train/shuttle."
"Overall, it was a pleasant visit","We visited Taejongdae on a sunny but windy Wednesday morning. As we have elderly folks in our group, we bought tram tickets (W3,000 for adults) to bring us around. The views at the observatory were fantastic. We went to the top of the lighthouse as well as the bottom on the shore, where several ladies were selling live sea urchins, etc. We also visited the Taejongsa Temple.Overall, it was a pleasant visit. "
Must visit!,"It is worth to see, we took a day tour to Taejongdae, took the Danubi Train to the Observation Deck & Lighthouse. It can be quite windy there"
Worth to visit,Taejongdae is must visit place in busan. Worth to see. The beach is really pretty.many thins to see. 
Hike with a sunset view,"It takes about 1.5 hours to reach from Busan station. After alighting from bus no. 101 (which is the last stop), walk straight ahead and you will see Taejongdae curved on a huge rock. Going up and coming down took me an hour. Skip the train service If you are fit to walk. The queue to take the train is crazy, it costs 3000 won per adult. Walk up and all the way till you reach the observatory area where it offers a nice view of the sea. Catch the sunset if you can."
Relaxing morning walk with nice scenic!,"It was a relaxing walk to enjoy the scenic from mountain to sea view. As we are quite early (before 9 a.m.) over there so the tram service aren’t available yet. Apart from this, there’s a trail to forest for you to trek in and bench are available for you to sit down and enjoy the endorphins and scenic in the forest too. We found a restaurant which is beside the sea after we trek down by the staircase but too bad they are still preparing to open as it was still early. There’s a nice restaurant at the entrance of Taejongdae too. Do stop by and enjoy their food. "
Nice view,"This place is easy to access by bus ~ If you have plenty of time & energy, you may choose to walk to the observation deck and lighthouse. The scenery is nice and enjoyable. Otherwise, you can visit each point by shuttle.The ticket costs 3,000 won."
Nice view,Worth the hike with those beautiful view. There is a shuttle train which you may take with a fee. But we chose to walk instead but it's really worth it.
Great,"Good views on a good day secret pebble beach, lighthouse, viewpoints are all worth a visit much recommended"
Relaxing visit to the hill for seaview,"The park consists of a few touristy spots for mountain or seaview and there are trams available to ride with a certain fees collected. If you’re not ready for walking or hiking up the hill, it is advisable to take this tram up which will drop you off at the tourists spots. There’s nothing much to do other than enjoying the seaview or eat the fishcake sold there (which is tasty). After the stroll, you may head downhill for a clam bbq meal available. "
Lighthouse,good for a quite walk and friends talk while walking ...memory pictures and landmark of the area .....
The nice park where you travel by Shuttle,The park has nice view of the sea from an observatory and temple. It is connected by the Danubi Train. The view ar Taejondae is very nice. The view of the sea is outstanding.
Be prepared to walk UPHILL and it's all worth it!,"Stunning scebery, beautiful track to walk down, lots to see on the way, monuments etc. The lighthouse itself is a little run down but the area is so pretty. Catch the trolley bus up to the high point then just walk the 30 minutes back down. Its a great walk and plenty to see on the way back."
Lighthouse with views,"A little wak down a slopping deck then some stairs, but rest areas on route. Climbed lighthouse stairs ......no air con at top! Views obviously are good. Paced ourselves on the way back. No need to go to the gym!"
Ocean view and sea breeze ,"Free entrance to the light house. You can choose to walk 2km uphill or train service at 3000won/person/way. Walking may take you around half hour to 45mins. While train only take 15mins to the lighthouse. Still once you reach the station, you still need to walk another 15mins to reach the lighthouse. If you choose to walk, there are toilets facility and drinking water along the way. "
Catching our breath amidst spectacular views!,"Taejongdae is a natural park of Busan with magnificent cliffs facing the open sea on the southernmost tip of island of Yeongdo-gu. Taejongdae was named after the 29th king of the Silla Kingdom - King Taejong Mu-Yeol (AD 604-661).Getting there: Upon exiting Nampo Station (orange Line 1), you could take bus number 8, 30, 88 or 101 to the Taejongdae Cliff bus terminal. We took bus number 88 to the bus terminal and bus number 101 on the return trip; the journey time either way was about half an hour. Upon reaching the bus terminal, you cross the road and reach the entrance of the tourist attraction after walking about 100 metres along the row of shops. As this attraction is free of charge, be prepared to enjoy it with hordes of tourists. It opens from 4am to 12 midnight from March to October and 5am to 12 midnight from November to February. The attraction: The route (comprising road and walking path) is “circular” that takes you, depending where you start, along the coast into the jungle. But either way, you would end up at the Yeongdo Lighthouse which is at the centre of the route. You could take the Danubi Train or tram (₩3000 for adult, ₩2000 for youth and ₩1500 for children) in which there are 3 stops, hence you would miss the pebble beach Taejongdae Jagalmadang (about 5 minutes’ walk from entrance) and the southern point lookout (about 10 minutes’ walk from pebble beach). Hence, we chose to walk to the Yeongdo Lighthouse and back while. While the walk from entrance direct to Yeongdo Lighthouse would take about 35-45 minutes, we took almost 2 hours because we were catching our breath at the pebble beach, Southern Point Lookout and Taejongdae Observatory Deck.What we enjoyed: The views from the Southern Point Lookout is great – you could see Gadeokdo Island, Geojedo Island, Dadaepo Beach and Namhang Bridge The next lookout - Taejongdae Observatory Deck -offered fabulous panoramic views of surrounding rocky cliffs, the sea of Japan and several islands (nearest Saengdo (Tea Kettle) Island to the farther Daemado Island, Brother Island, Geojedo Island, Tree Island and distant Tsushima Island). To me, the most spectacular views are from the Yeongdo Lighthouse and from the “Light Beyond Limitation” sculpture of overlapping blue and red semi-circles and a sharp bar. Looking to the left (westward facing) of Yeongdo Lighthouse, you could see a group of small islets known as Oryukdo and the three towering under-construction buildings of Haeundae Beach. Looking down to your right from the “light Beyond Limitation” sculpture, you could see the iconic Mangbu Rock, Sinseon Rock plus majestic rock cliffs.My family and I enjoyed ourselves at Taejondae. It is one “must visit” attraction that has to be on your Busan itinerary, and make sure you wear comfortable walking shoes and protect your skin from the sun if you decide to walk."
"Lovely surroundings, enjoyable scenery","We took a public bus from Nampo-dong; basically any bus that goes to Taejongdae will bring you there. It's not that far away, the bus ride took us about 40 minutes. Alight at the last stop. Walk about 500m to reach Taejongdae information centre, and thereafter, the ticketing booth.If you do not wish to walk, you can take the Danubi train at KRW3,000 per pax. The train will bring you to the observation deck, the lighthouse and the temple. I find the lighthouse to be interesting. You can climb up to the top to look at the sea or visit the museum building at the bottom."
The sea view is brilliant but you have to afford the walk,"It is kind of nice view there, but before enjoying the view, you have to go for a 20-30 min walk down the stairs. Plus, you have to climb up the stairs once you have finished.It is not advise to people who lack of exercise, the slope of the road/stairs is not easy"
Nice sea view,A relaxing place to visit and stroll around. Nice sea view and surrounding. Good place to sit down sipping a coffee and relax.
worth visit,taejongdae park located a bit far from busan center but it was a worth trip. i went there during autumn and its quite cold and windy on the top of the park. they provide a small train to get around. there are some pit stop and the best one is the light house. 
Good time here,"Basically, i ❤️ Busan. I enjoyed being here. Just a reminder please use sneakers when you are here. Prepare your leg so that it wouldn’t shock. Hehehe To reach a lighthouse you have to step up staircase quite fatigue but worth it. Beautiful view and i had a great time here."
A tourist check point,A good place to enjoy the sea view and enjoy some good time with family or friends. Should pay for the coach to save time from walking around.
Park on the cliff edge.,"We were so pleased that our hosts drove us to Taejongdae, a nature park located on the southernmost tip of island of Yeongdo-gu, it was a cold and blustery afternoon as this part of the country is open to the elements. The region gained its named after King Taejong Mu-Yeol (604-661), apparently he liked to traveled to this place to practice his archery. There was a large paid car park near the entrance to Taejongdae which is free, we chose to walk around the park but for a fee there is a small road train which will drop you off/pick up at various locations in the park. The coastline is hilly, rocky, with wonderful views out to sea and along the coastline. We enjoyed the walk along the path by the road into the park to the Observation Deck (1.7kms) and the lighthouse (1.9kms), from here it was all up hill for ten or so minutes before reaching the summit then all down hill back to the entrance. The walk is circular if you so choose, allow 1.5 hours for a comfortable visit/walk."
Great Views of the Ocean and Cliff Edges,"Downloading the NAVER Map app was a very good tip when travelling around in Korea. This add had recommended the correct bus with the right prices to pay and estimated travel times.As this national park is quite big and the main attractions of the light house and observatory are some distance away, it is recommended to take the Daunbi Train, but do note that the trains start only from 9.20am so no point going to early unless you plan to walk. But due to the summer heat, best to go in the morning and try to reach by 9am.However, getting from Bus terminal to where you will stop to the Danubi Train is still quite a bit of a walk up a medium slope. May be an issue for elderly. The train has a 40 min interval in case you miss them.there are 3 stops on the train and 1st stop was the Observatory, which you can stop to have a view of the sea through the binoculars and have a pic taken with the Monument of Mother and Child ( Monument was erected as in the Past, many people had come to this place to end their lives by jumping into the sea, so this was erected to remind them of their mother's love in hope of changing their minds)Once you get off at the 1st stop, it is not necessary to wait for the next train because the 2nd stop was the light house which was just a short 10min stroll down the road ( downhill makes it easy as well)Here at the 2nd stop, it gets abit tiring for the elderly or those with weak knees or poor physical condition. There many steps down towards the lighthouse and further down to rocky outcrop for seafood and some pictures. But what goes down must come up and so the difficult climb up.You are also able to access the Light House and after a flight of spiraling staircase, you will end up at the Glass top with 360 degree view of the ocean and hills. Thankfully there is air conditioning in the Glass Top.1 did not stop at the 3rd stop which was a temple though. If you are then taking a Bus back to town, do note not to walk to the Bus Depot ( which i did ) think to catch the bus back, but instead the bus stop is located just before the round about next to a mini supermarket. That is where the bus will be leaving the depot and will make the stop just at the exit for you to board.Again, do use the Naver App to get to the next destination."
Taejongdae,Beautiful Scenic walk on the island of Youngdo in Busan. Walking to the lighthouse will show you many beautiful things sites along the way.
Very nice park with great view of forest and sea,"It takes 40 minutes by local bus from the centre to the park. It is such a huge park with lovely and peaceful walks. To save time, there is train to take guests to the top where you can see the top view, the light house or visit cliffs. Everything is so beautiful. There is also a small coffee shop near the way down to the cliff where you can see the sea around through window glasses. Some locals sell seafood and guests can enjoy grilled seafood while sitting on the rocks."
Nice place but tiring walk,"We were prepared to spend about 2 hours here and wasn’t prepared for the mountainous route and ended up staying for half a day. The scenery at the Yongdo lighthouse is great; you can walk all the way up to the observatory which is just below the light bulb area (out of bounds) and have a look at the coastal area around the lighthouse; however I prefer the walk down to the rocks where you can be closer to the sea. As usual, there is a tent-stall selling seafood here, and a cafe as well. For going back, we decided to take the tram as we were all winded by all the climbing.One thing to note when taking the tram is to purchase your tickets at the vending machine near the stations before queueing up for the tram. We didn’t, and was only told about the vending machine when it was out turn to board the tram and had to leave the queue to buy - and the worse part is that the tram did not wait for us so we had to wait another 20 mins or so for the next tram. "
Gorgeous view!,"Taejongdae takes some time to reach from central Busan. We took the subway to Nampo and then a bus. Finally, once we arrived to the park area, there's a train on wheels that takes you around. I suggest using it since there's a lot of walking and very steep roads.The Taejongdae lighthouse also has a lot of steps to go down and then back up which you should take into consideration if you're not in the best of shape. Even if you don't go all the way down to the lighthouse, there are great views from the observatory which is located one station before the lighthouse station."
Great workout,It was a great workout for all of us walking to the lighthouse via the numerous steps. Nice view overlooking the lighthouse. The tram ride saved us all. Take the tram from the lighthouse as it is difficult to board at the temple stop.
Breathtaking Seaview,"Named after King Taejong, it is trail where you can take in views of a temple, monument for fallen soldiers, and the famous lighthouse. There are viewpoints along the way where you can witness the cliff. The trail can be difficult for older generations as there are up and down slopes. However, there are rest points and water points too. There is a tram service you can pay for to skip walking.The view from the lighthouse is amazing. You can go in and climb all the way up too. Direction from Busan Station:.. Exit 10 (left side of Exit 6).. walk to the road and cross.. Turn right at the opposite junction and walk to a bus-stop somewhere in front... Bus 88 or 101"
Revisiting Busan,We did not have a chance to visit Taejongdae the last visit. It was about a 40 minutes taxi ride from Haeundae where we were staying. A big park and we decided to take the paid tram services to the 3 major drop off point. A walk through the park would have taken at least 1.5 hours. The lookout point was high looking into the Ocean. The lighthouse where the 'arrow' sites is a interesting walk for lots of photo taking. The temper was okay but we did not spend much time as it was crowded being a holiday celebrating Buddha. A place to visit when you have time.
Nature beauty of Budsan,"AWWW i loved this place! But, for sure, the weather is a must for this journey! Mine was awesome) Higly reccommend for all Busan visitors. Easy to get, free entry) i would reccomend a train to get to observatory and than do a walk down the hill, and take a ferry ) beautiful place! "
Taejongdae Resort Park,"the lighthouse/monument is in the Taejongdae Resort Park. it's like entering an amusement park (no entrance fee though), long lines for the little train like carts, so I just walked up to the lighthouse, a lot to see on way, like Taewon Pebble Beach, it's a workout going back up stairs and up to lighthouse, but worth it. beautiful scenery and many sculptures. it gets windy, bring jacket/windbreaker! I took cart train on way back (3,00 won aka $3-ish) bc I was so tired, so missed out on some other attractions (other monuments & Taejongsa Temple)"
Beautiful cliffs and scenery,A must see for anyone who enjoy nature and beautiful scenery. We took Daburi train (3000 won/adult) to the observatory which has great views of the ocean. However we did not stop at the lighthouse. Notice there are nature trails with clearly marked signpost in English. Great place to bring whole family for nice day out. The initial path to train station can be quite steep for older folks with mobility problems. 
